year,week,region,cases
1997,10,Agadez,0
1997,10,Diffa,0
1997,10,Dosso,82
1997,10,Maradi,510
1997,10,Niamey,20
1997,10,Tahoua,301
1997,10,Tillaberi,145
1997,10,Zinder,227
1997,11,Agadez,0
1997,11,Diffa,0
1997,11,Dosso,17
1997,11,Maradi,504
1997,11,Niamey,55
1997,11,Tahoua,320
1997,11,Tillaberi,136
1997,11,Zinder,244
1997,12,Agadez,0
1997,12,Diffa,0
1997,12,Dosso,52
1997,12,Maradi,502
1997,12,Niamey,34
1997,12,Tahoua,345
1997,12,Tillaberi,135
1997,12,Zinder,212
1997,13,Agadez,2
1997,13,Diffa,0
1997,13,Dosso,64
1997,13,Maradi,495
1997,13,Niamey,55
1997,13,Tahoua,359
1997,13,Tillaberi,284
1997,13,Zinder,428
1997,14,Agadez,4
1997,14,Diffa,0
1997,14,Dosso,55
1997,14,Maradi,540
1997,14,Niamey,35
1997,14,Tahoua,394
1997,14,Tillaberi,256
1997,14,Zinder,249
1997,15,Agadez,7
1997,15,Diffa,0
1997,15,Dosso,67
1997,15,Maradi,507
1997,15,Niamey,40
1997,15,Tahoua,300
1997,15,Tillaberi,187
1997,15,Zinder,338
1997,16,Agadez,12
1997,16,Diffa,0
1997,16,Dosso,61
1997,16,Maradi,561
1997,16,Niamey,33
1997,16,Tahoua,292
1997,16,Tillaberi,213
1997,16,Zinder,372
1997,17,Agadez,10
1997,17,Diffa,0
1997,17,Dosso,73
1997,17,Maradi,634
1997,17,Niamey,43
1997,17,Tahoua,347
1997,17,Tillaberi,270
1997,17,Zinder,257
1997,18,Agadez,22
1997,18,Diffa,0
1997,18,Dosso,73
1997,18,Maradi,555
1997,18,Niamey,53
1997,18,Tahoua,318
1997,18,Tillaberi,216
1997,18,Zinder,263
1997,19,Agadez,17
1997,19,Diffa,1
1997,19,Dosso,58
1997,19,Maradi,630
1997,19,Niamey,31
1997,19,Tahoua,285
1997,19,Tillaberi,264
1997,19,Zinder,366
1997,20,Agadez,9
1997,20,Diffa,0
1997,20,Dosso,36
1997,20,Maradi,505
1997,20,Niamey,58
1997,20,Tahoua,341
1997,20,Tillaberi,314
1997,20,Zinder,417
1997,21,Agadez,3
1997,21,Diffa,0
1997,21,Dosso,59
1997,21,Maradi,517
1997,21,Niamey,30
1997,21,Tahoua,234
1997,21,Tillaberi,213
1997,21,Zinder,328
1997,22,Agadez,12
1997,22,Diffa,0
1997,22,Dosso,49
1997,22,Maradi,416
1997,22,Niamey,23
1997,22,Tahoua,251
1997,22,Tillaberi,174
1997,22,Zinder,252
1997,23,Agadez,0
1997,23,Diffa,0
1997,23,Dosso,24
1997,23,Maradi,369
1997,23,Niamey,22
1997,23,Tahoua,156
1997,23,Tillaberi,221
1997,23,Zinder,258
1997,24,Agadez,0
1997,24,Diffa,0
1997,24,Dosso,74
1997,24,Maradi,274
1997,24,Niamey,11
1997,24,Tahoua,184
1997,24,Tillaberi,190
1997,24,Zinder,239
1997,25,Agadez,2
1997,25,Diffa,0
1997,25,Dosso,59
1997,25,Maradi,259
1997,25,Niamey,5
1997,25,Tahoua,209
1997,25,Tillaberi,78
1997,25,Zinder,183
1997,26,Agadez,3
1997,26,Diffa,0
1997,26,Dosso,31
1997,26,Maradi,188
1997,26,Niamey,4
1997,26,Tahoua,98
1997,26,Tillaberi,130
1997,26,Zinder,151
1997,27,Agadez,4
1997,27,Diffa,0
1997,27,Dosso,7
1997,27,Maradi,132
1997,27,Niamey,10
1997,27,Tahoua,106
1997,27,Tillaberi,96
1997,27,Zinder,91
1997,28,Agadez,1
1997,28,Diffa,0
1997,28,Dosso,28
1997,28,Maradi,77
1997,28,Niamey,2
1997,28,Tahoua,93
1997,28,Tillaberi,61
1997,28,Zinder,112
1997,29,Agadez,0
1997,29,Diffa,0
1997,29,Dosso,16
1997,29,Maradi,57
1997,29,Niamey,2
1997,29,Tahoua,79
1997,29,Tillaberi,57
1997,29,Zinder,43
1997,30,Agadez,1
1997,30,Diffa,1
1997,30,Dosso,12
1997,30,Maradi,76
1997,30,Niamey,1
1997,30,Tahoua,69
1997,30,Tillaberi,46
1997,30,Zinder,57
1997,31,Agadez,0
1997,31,Diffa,0
1997,31,Dosso,10
1997,31,Maradi,30
1997,31,Niamey,2
1997,31,Tahoua,52
1997,31,Tillaberi,28
1997,31,Zinder,44
1997,32,Agadez,0
1997,32,Diffa,0
1997,32,Dosso,9
1997,32,Maradi,54
1997,32,Niamey,1
1997,32,Tahoua,54
1997,32,Tillaberi,36
1997,32,Zinder,22
1997,33,Agadez,0
1997,33,Diffa,0
1997,33,Dosso,3
1997,33,Maradi,23
1997,33,Niamey,4
1997,33,Tahoua,36
1997,33,Tillaberi,32
1997,33,Zinder,51
1997,34,Agadez,0
1997,34,Diffa,0
1997,34,Dosso,1
1997,34,Maradi,36
1997,34,Niamey,2
1997,34,Tahoua,18
1997,34,Tillaberi,19
1997,34,Zinder,34
1997,35,Agadez,0
1997,35,Diffa,0
1997,35,Dosso,4
1997,35,Maradi,27
1997,35,Niamey,1
1997,35,Tahoua,27
1997,35,Tillaberi,22
1997,35,Zinder,39
1997,36,Agadez,0
1997,36,Diffa,0
1997,36,Dosso,1
1997,36,Maradi,19
1997,36,Niamey,0
1997,36,Tahoua,17
1997,36,Tillaberi,26
1997,36,Zinder,20
1997,37,Agadez,0
1997,37,Diffa,0
1997,37,Dosso,8
1997,37,Maradi,13
1997,37,Niamey,0
1997,37,Tahoua,23
1997,37,Tillaberi,25
1997,37,Zinder,24
1997,38,Agadez,0
1997,38,Diffa,0
1997,38,Dosso,1
1997,38,Maradi,13
1997,38,Niamey,0
1997,38,Tahoua,17
1997,38,Tillaberi,5
1997,38,Zinder,34
1997,39,Agadez,0
1997,39,Diffa,0
1997,39,Dosso,1
1997,39,Maradi,3
1997,39,Niamey,0
1997,39,Tahoua,10
1997,39,Tillaberi,11
1997,39,Zinder,32
1997,40,Agadez,0
1997,40,Diffa,0
1997,40,Dosso,2
1997,40,Maradi,1
1997,40,Niamey,0
1997,40,Tahoua,14
1997,40,Tillaberi,15
1997,40,Zinder,21
1997,41,Agadez,0
1997,41,Diffa,0
1997,41,Dosso,7
1997,41,Maradi,4
1997,41,Niamey,1
1997,41,Tahoua,31
1997,41,Tillaberi,21
1997,41,Zinder,18
1997,42,Agadez,0
1997,42,Diffa,1
1997,42,Dosso,0
1997,42,Maradi,9
1997,42,Niamey,1
1997,42,Tahoua,9
1997,42,Tillaberi,37
1997,42,Zinder,9
1997,43,Agadez,0
1997,43,Diffa,0
1997,43,Dosso,38
1997,43,Maradi,1
1997,43,Niamey,0
1997,43,Tahoua,19
1997,43,Tillaberi,16
1997,43,Zinder,16
1997,44,Agadez,0
1997,44,Diffa,0
1997,44,Dosso,1
1997,44,Maradi,0
1997,44,Niamey,0
1997,44,Tahoua,18
1997,44,Tillaberi,4
1997,44,Zinder,15
1997,45,Agadez,0
1997,45,Diffa,0
1997,45,Dosso,12
1997,45,Maradi,1
1997,45,Niamey,3
1997,45,Tahoua,9
1997,45,Tillaberi,19
1997,45,Zinder,12
1997,46,Agadez,0
1997,46,Diffa,0
1997,46,Dosso,1
1997,46,Maradi,8
1997,46,Niamey,4
1997,46,Tahoua,11
1997,46,Tillaberi,23
1997,46,Zinder,6
1997,47,Agadez,0
1997,47,Diffa,0
1997,47,Dosso,7
1997,47,Maradi,9
1997,47,Niamey,0
1997,47,Tahoua,7
1997,47,Tillaberi,31
1997,47,Zinder,16
1997,48,Agadez,0
1997,48,Diffa,0
1997,48,Dosso,18
1997,48,Maradi,2
1997,48,Niamey,0
1997,48,Tahoua,11
1997,48,Tillaberi,5
1997,48,Zinder,9
1997,49,Agadez,0
1997,49,Diffa,0
1997,49,Dosso,22
1997,49,Maradi,4
1997,49,Niamey,0
1997,49,Tahoua,14
1997,49,Tillaberi,7
1997,49,Zinder,11
1997,50,Agadez,0
1997,50,Diffa,0
1997,50,Dosso,29
1997,50,Maradi,6
1997,50,Niamey,3
1997,50,Tahoua,17
1997,50,Tillaberi,1
1997,50,Zinder,5
1997,51,Agadez,0
1997,51,Diffa,0
1997,51,Dosso,17
1997,51,Maradi,13
1997,51,Niamey,0
1997,51,Tahoua,21
1997,51,Tillaberi,22
1997,51,Zinder,17
1997,52,Agadez,0
1997,52,Diffa,0
1997,52,Dosso,49
1997,52,Maradi,9
1997,52,Niamey,1
1997,52,Tahoua,13
1997,52,Tillaberi,19
1997,52,Zinder,19
1998,1,Agadez,0
1998,1,Diffa,0
1998,1,Dosso,48
1998,1,Maradi,6
1998,1,Niamey,1
1998,1,Tahoua,31
1998,1,Tillaberi,14
1998,1,Zinder,20
1998,2,Agadez,0
1998,2,Diffa,0
1998,2,Dosso,31
1998,2,Maradi,3
1998,2,Niamey,1
1998,2,Tahoua,36
1998,2,Tillaberi,9
1998,2,Zinder,27
1998,3,Agadez,0
1998,3,Diffa,0
1998,3,Dosso,39
1998,3,Maradi,21
1998,3,Niamey,1
1998,3,Tahoua,56
1998,3,Tillaberi,34
1998,3,Zinder,27
1998,4,Agadez,0
1998,4,Diffa,0
1998,4,Dosso,13
1998,4,Maradi,17
1998,4,Niamey,3
1998,4,Tahoua,23
1998,4,Tillaberi,32
1998,4,Zinder,62
1998,5,Agadez,0
1998,5,Diffa,0
1998,5,Dosso,31
1998,5,Maradi,35
1998,5,Niamey,2
1998,5,Tahoua,27
1998,5,Tillaberi,37
1998,5,Zinder,42
1998,6,Agadez,0
1998,6,Diffa,0
1998,6,Dosso,1
1998,6,Maradi,16
1998,6,Niamey,4
1998,6,Tahoua,62
1998,6,Tillaberi,34
1998,6,Zinder,37
1998,7,Agadez,0
1998,7,Diffa,1
1998,7,Dosso,6
1998,7,Maradi,17
1998,7,Niamey,2
1998,7,Tahoua,35
1998,7,Tillaberi,35
1998,7,Zinder,53
1998,8,Agadez,0
1998,8,Diffa,1
1998,8,Dosso,17
1998,8,Maradi,25
1998,8,Niamey,5
1998,8,Tahoua,43
1998,8,Tillaberi,39
1998,8,Zinder,47
1998,9,Agadez,0
1998,9,Diffa,1
1998,9,Dosso,36
1998,9,Maradi,65
1998,9,Niamey,5
1998,9,Tahoua,100
1998,9,Tillaberi,57
1998,9,Zinder,102
1998,10,Agadez,0
1998,10,Diffa,0
1998,10,Dosso,17
1998,10,Maradi,24
1998,10,Niamey,6
1998,10,Tahoua,75
1998,10,Tillaberi,52
1998,10,Zinder,82
1998,11,Agadez,0
1998,11,Diffa,0
1998,11,Dosso,10
1998,11,Maradi,51
1998,11,Niamey,8
1998,11,Tahoua,132
1998,11,Tillaberi,38
1998,11,Zinder,90
1998,12,Agadez,0
1998,12,Diffa,0
1998,12,Dosso,70
1998,12,Maradi,34
1998,12,Niamey,10
1998,12,Tahoua,90
1998,12,Tillaberi,87
1998,12,Zinder,80
1998,13,Agadez,0
1998,13,Diffa,1
1998,13,Dosso,62
1998,13,Maradi,56
1998,13,Niamey,11
1998,13,Tahoua,89
1998,13,Tillaberi,78
1998,13,Zinder,158
1998,14,Agadez,0
1998,14,Diffa,0
1998,14,Dosso,67
1998,14,Maradi,62
1998,14,Niamey,3
1998,14,Tahoua,79
1998,14,Tillaberi,56
1998,14,Zinder,159
1998,15,Agadez,0
1998,15,Diffa,0
1998,15,Dosso,30
1998,15,Maradi,51
1998,15,Niamey,6
1998,15,Tahoua,100
1998,15,Tillaberi,127
1998,15,Zinder,156
1998,16,Agadez,0
1998,16,Diffa,2
1998,16,Dosso,64
1998,16,Maradi,36
1998,16,Niamey,0
1998,16,Tahoua,109
1998,16,Tillaberi,79
1998,16,Zinder,131
1998,17,Agadez,1
1998,17,Diffa,0
1998,17,Dosso,101
1998,17,Maradi,63
1998,17,Niamey,12
1998,17,Tahoua,120
1998,17,Tillaberi,140
1998,17,Zinder,214
1998,18,Agadez,1
1998,18,Diffa,0
1998,18,Dosso,122
1998,18,Maradi,27
1998,18,Niamey,14
1998,18,Tahoua,97
1998,18,Tillaberi,236
1998,18,Zinder,252
1998,19,Agadez,0
1998,19,Diffa,2
1998,19,Dosso,81
1998,19,Maradi,55
1998,19,Niamey,13
1998,19,Tahoua,163
1998,19,Tillaberi,131
1998,19,Zinder,345
1998,20,Agadez,0
1998,20,Diffa,0
1998,20,Dosso,110
1998,20,Maradi,32
1998,20,Niamey,15
1998,20,Tahoua,82
1998,20,Tillaberi,235
1998,20,Zinder,226
1998,21,Agadez,1
1998,21,Diffa,4
1998,21,Dosso,53
1998,21,Maradi,59
1998,21,Niamey,9
1998,21,Tahoua,66
1998,21,Tillaberi,154
1998,21,Zinder,242
1998,22,Agadez,0
1998,22,Diffa,0
1998,22,Dosso,75
1998,22,Maradi,33
1998,22,Niamey,7
1998,22,Tahoua,92
1998,22,Tillaberi,139
1998,22,Zinder,198
1998,23,Agadez,0
1998,23,Diffa,0
1998,23,Dosso,31
1998,23,Maradi,38
1998,23,Niamey,4
1998,23,Tahoua,42
1998,23,Tillaberi,91
1998,23,Zinder,251
1998,24,Agadez,5
1998,24,Diffa,1
1998,24,Dosso,14
1998,24,Maradi,17
1998,24,Niamey,3
1998,24,Tahoua,39
1998,24,Tillaberi,69
1998,24,Zinder,164
1998,25,Agadez,0
1998,25,Diffa,1
1998,25,Dosso,14
1998,25,Maradi,18
1998,25,Niamey,3
1998,25,Tahoua,44
1998,25,Tillaberi,34
1998,25,Zinder,142
1998,26,Agadez,0
1998,26,Diffa,2
1998,26,Dosso,16
1998,26,Maradi,26
1998,26,Niamey,2
1998,26,Tahoua,40
1998,26,Tillaberi,30
1998,26,Zinder,115
1998,27,Agadez,0
1998,27,Diffa,5
1998,27,Dosso,8
1998,27,Maradi,12
1998,27,Niamey,0
1998,27,Tahoua,55
1998,27,Tillaberi,17
1998,27,Zinder,110
1998,28,Agadez,0
1998,28,Diffa,2
1998,28,Dosso,8
1998,28,Maradi,11
1998,28,Niamey,2
1998,28,Tahoua,24
1998,28,Tillaberi,16
1998,28,Zinder,105
1998,29,Agadez,0
1998,29,Diffa,1
1998,29,Dosso,17
1998,29,Maradi,3
1998,29,Niamey,0
1998,29,Tahoua,15
1998,29,Tillaberi,7
1998,29,Zinder,103
1998,30,Agadez,0
1998,30,Diffa,5
1998,30,Dosso,0
1998,30,Maradi,4
1998,30,Niamey,1
1998,30,Tahoua,7
1998,30,Tillaberi,1
1998,30,Zinder,90
1998,31,Agadez,0
1998,31,Diffa,0
1998,31,Dosso,10
1998,31,Maradi,5
1998,31,Niamey,0
1998,31,Tahoua,10
1998,31,Tillaberi,0
1998,31,Zinder,52
1998,32,Agadez,0
1998,32,Diffa,2
1998,32,Dosso,0
1998,32,Maradi,8
1998,32,Niamey,0
1998,32,Tahoua,26
1998,32,Tillaberi,3
1998,32,Zinder,33
1998,33,Agadez,0
1998,33,Diffa,0
1998,33,Dosso,22
1998,33,Maradi,4
1998,33,Niamey,0
1998,33,Tahoua,1
1998,33,Tillaberi,0
1998,33,Zinder,14
1998,34,Agadez,0
1998,34,Diffa,0
1998,34,Dosso,1
1998,34,Maradi,0
1998,34,Niamey,0
1998,34,Tahoua,6
1998,34,Tillaberi,1
1998,34,Zinder,26
1998,35,Agadez,0
1998,35,Diffa,0
1998,35,Dosso,8
1998,35,Maradi,3
1998,35,Niamey,0
1998,35,Tahoua,16
1998,35,Tillaberi,0
1998,35,Zinder,14
1998,36,Agadez,0
1998,36,Diffa,0
1998,36,Dosso,5
1998,36,Maradi,1
1998,36,Niamey,0
1998,36,Tahoua,15
1998,36,Tillaberi,0
1998,36,Zinder,9
1998,37,Agadez,0
1998,37,Diffa,0
1998,37,Dosso,1
1998,37,Maradi,1
1998,37,Niamey,0
1998,37,Tahoua,12
1998,37,Tillaberi,0
1998,37,Zinder,20
1998,38,Agadez,0
1998,38,Diffa,0
1998,38,Dosso,0
1998,38,Maradi,4
1998,38,Niamey,0
1998,38,Tahoua,6
1998,38,Tillaberi,0
1998,38,Zinder,9
1998,39,Agadez,0
1998,39,Diffa,1
1998,39,Dosso,7
1998,39,Maradi,0
1998,39,Niamey,0
1998,39,Tahoua,6
1998,39,Tillaberi,1
1998,39,Zinder,13
1998,40,Agadez,0
1998,40,Diffa,0
1998,40,Dosso,1
1998,40,Maradi,0
1998,40,Niamey,0
1998,40,Tahoua,3
1998,40,Tillaberi,0
1998,40,Zinder,2
1998,41,Agadez,0
1998,41,Diffa,0
1998,41,Dosso,43
1998,41,Maradi,1
1998,41,Niamey,0
1998,41,Tahoua,2
1998,41,Tillaberi,0
1998,41,Zinder,7
1998,42,Agadez,0
1998,42,Diffa,0
1998,42,Dosso,1
1998,42,Maradi,4
1998,42,Niamey,0
1998,42,Tahoua,11
1998,42,Tillaberi,0
1998,42,Zinder,18
1998,43,Agadez,0
1998,43,Diffa,0
1998,43,Dosso,6
1998,43,Maradi,1
1998,43,Niamey,0
1998,43,Tahoua,11
1998,43,Tillaberi,0
1998,43,Zinder,13
1998,44,Agadez,0
1998,44,Diffa,0
1998,44,Dosso,1
1998,44,Maradi,5
1998,44,Niamey,0
1998,44,Tahoua,17
1998,44,Tillaberi,0
1998,44,Zinder,40
1998,45,Agadez,1
1998,45,Diffa,0
1998,45,Dosso,16
1998,45,Maradi,4
1998,45,Niamey,0
1998,45,Tahoua,4
1998,45,Tillaberi,0
1998,45,Zinder,33
1998,46,Agadez,0
1998,46,Diffa,1
1998,46,Dosso,1
1998,46,Maradi,0
1998,46,Niamey,0
1998,46,Tahoua,8
1998,46,Tillaberi,0
1998,46,Zinder,14
1998,47,Agadez,0
1998,47,Diffa,0
1998,47,Dosso,1
1998,47,Maradi,3
1998,47,Niamey,0
1998,47,Tahoua,3
1998,47,Tillaberi,1
1998,47,Zinder,26
1998,48,Agadez,0
1998,48,Diffa,0
1998,48,Dosso,28
1998,48,Maradi,2
1998,48,Niamey,0
1998,48,Tahoua,6
1998,48,Tillaberi,0
1998,48,Zinder,34
1998,49,Agadez,0
1998,49,Diffa,3
1998,49,Dosso,11
1998,49,Maradi,5
1998,49,Niamey,0
1998,49,Tahoua,25
1998,49,Tillaberi,0
1998,49,Zinder,30
1998,50,Agadez,0
1998,50,Diffa,15
1998,50,Dosso,36
1998,50,Maradi,4
1998,50,Niamey,0
1998,50,Tahoua,38
1998,50,Tillaberi,0
1998,50,Zinder,52
1998,51,Agadez,0
1998,51,Diffa,3
1998,51,Dosso,12
1998,51,Maradi,9
1998,51,Niamey,0
1998,51,Tahoua,19
1998,51,Tillaberi,0
1998,51,Zinder,47
1998,52,Agadez,0
1998,52,Diffa,2
1998,52,Dosso,16
1998,52,Maradi,7
1998,52,Niamey,1
1998,52,Tahoua,15
1998,52,Tillaberi,11
1998,52,Zinder,84
1999,1,Agadez,0
1999,1,Diffa,0
1999,1,Dosso,24
1999,1,Maradi,6
1999,1,Niamey,0
1999,1,Tahoua,12
1999,1,Tillaberi,0
1999,1,Zinder,80
1999,2,Agadez,0
1999,2,Diffa,0
1999,2,Dosso,56
1999,2,Maradi,13
1999,2,Niamey,0
1999,2,Tahoua,38
1999,2,Tillaberi,0
1999,2,Zinder,103
1999,3,Agadez,0
1999,3,Diffa,17
1999,3,Dosso,16
1999,3,Maradi,17
1999,3,Niamey,1
1999,3,Tahoua,53
1999,3,Tillaberi,0
1999,3,Zinder,125
1999,4,Agadez,0
1999,4,Diffa,6
1999,4,Dosso,35
1999,4,Maradi,16
1999,4,Niamey,0
1999,4,Tahoua,70
1999,4,Tillaberi,0
1999,4,Zinder,101
1999,5,Agadez,1
1999,5,Diffa,9
1999,5,Dosso,12
1999,5,Maradi,18
1999,5,Niamey,0
1999,5,Tahoua,42
1999,5,Tillaberi,3
1999,5,Zinder,190
1999,6,Agadez,0
1999,6,Diffa,10
1999,6,Dosso,31
1999,6,Maradi,22
1999,6,Niamey,2
1999,6,Tahoua,41
1999,6,Tillaberi,0
1999,6,Zinder,154
1999,7,Agadez,0
1999,7,Diffa,12
1999,7,Dosso,19
1999,7,Maradi,70
1999,7,Niamey,1
1999,7,Tahoua,36
1999,7,Tillaberi,0
1999,7,Zinder,205
1999,8,Agadez,0
1999,8,Diffa,14
1999,8,Dosso,47
1999,8,Maradi,78
1999,8,Niamey,11
1999,8,Tahoua,34
1999,8,Tillaberi,0
1999,8,Zinder,191
1999,9,Agadez,0
1999,9,Diffa,19
1999,9,Dosso,78
1999,9,Maradi,82
1999,9,Niamey,1
1999,9,Tahoua,95
1999,9,Tillaberi,15
1999,9,Zinder,256
1999,10,Agadez,1
1999,10,Diffa,17
1999,10,Dosso,76
1999,10,Maradi,111
1999,10,Niamey,3
1999,10,Tahoua,77
1999,10,Tillaberi,23
1999,10,Zinder,282
1999,11,Agadez,2
1999,11,Diffa,15
1999,11,Dosso,57
1999,11,Maradi,156
1999,11,Niamey,2
1999,11,Tahoua,122
1999,11,Tillaberi,13
1999,11,Zinder,224
1999,12,Agadez,16
1999,12,Diffa,30
1999,12,Dosso,54
1999,12,Maradi,124
1999,12,Niamey,55
1999,12,Tahoua,309
1999,12,Tillaberi,76
1999,12,Zinder,209
1999,13,Agadez,36
1999,13,Diffa,20
1999,13,Dosso,57
1999,13,Maradi,215
1999,13,Niamey,15
1999,13,Tahoua,182
1999,13,Tillaberi,155
1999,13,Zinder,212
1999,14,Agadez,24
1999,14,Diffa,52
1999,14,Dosso,38
1999,14,Maradi,301
1999,14,Niamey,141
1999,14,Tahoua,220
1999,14,Tillaberi,171
1999,14,Zinder,470
1999,15,Agadez,36
1999,15,Diffa,23
1999,15,Dosso,78
1999,15,Maradi,403
1999,15,Niamey,605
1999,15,Tahoua,164
1999,15,Tillaberi,185
1999,15,Zinder,267
1999,16,Agadez,56
1999,16,Diffa,43
1999,16,Dosso,69
1999,16,Maradi,386
1999,16,Niamey,789
1999,16,Tahoua,221
1999,16,Tillaberi,158
1999,16,Zinder,735
1999,17,Agadez,37
1999,17,Diffa,30
1999,17,Dosso,136
1999,17,Maradi,421
1999,17,Niamey,742
1999,17,Tahoua,208
1999,17,Tillaberi,343
1999,17,Zinder,637
1999,18,Agadez,42
1999,18,Diffa,40
1999,18,Dosso,102
1999,18,Maradi,454
1999,18,Niamey,510
1999,18,Tahoua,154
1999,18,Tillaberi,322
1999,18,Zinder,581
1999,19,Agadez,36
1999,19,Diffa,40
1999,19,Dosso,131
1999,19,Maradi,485
1999,19,Niamey,356
1999,19,Tahoua,233
1999,19,Tillaberi,290
1999,19,Zinder,612
1999,20,Agadez,14
1999,20,Diffa,48
1999,20,Dosso,78
1999,20,Maradi,605
1999,20,Niamey,287
1999,20,Tahoua,207
1999,20,Tillaberi,369
